ID,Member Name,Department,Division,Date,Type,Role,Activity Type,Geographical Scope,Host,Country,Province,City,Hours,Education Presentation,Authorship,Title
8655,"Kim, Richard",Medicine,Clinical Pharmacology,2000/11/08,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American College of Clinical Pharmacy,United States,California,Los Angeles,,FALSE,,P-gp and the Blood-Brain Barrier
8656,"Kim, Richard",Medicine,Clinical Pharmacology,2001/03/09,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American Society for Clinical Pharmacology and Therapeutics,United States,Florida,Orlando,,FALSE,,Altered Drug Transporter Function As the Basis for Many Drug-Drug Interactions
8657,"Kim, Richard",Medicine,Clinical Pharmacology,2001/04/17,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Department of Pharmacology, Toxicology, and Therapeutics, The University of Kansas Medical Center",United States,Kansas,Kansas City,,FALSE,,Transporters and Drug Disposition: In Vitro to In Vivo Relevance
8658,"Kim, Richard",Medicine,Clinical Pharmacology,2001/04/20,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Bristol-Meyers-Squibb,United States,New Jersey,Princeton,,FALSE,,Intestinal Drug Absorption: An Interplay Between Uptake and Efflux Transporters
8659,"Kim, Richard",Medicine,Clinical Pharmacology,2001/04/24,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Pharmaceutical Sciences Department, College of Pharmacy, University of Michigan",United States,Michigan,Ann Arbor,,FALSE,,Transporters and Drug Disposition: Where We Are and Where We Are Headed
8660,"Kim, Richard",Medicine,Clinical Pharmacology,2001/04/25,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Pfizer Global Research and Development,United States,Michigan,Ann Arbor,,FALSE,,Transporters and Drug Disposition: Where We Are and Where We Are Headed
8661,"Kim, Richard",Medicine,Clinical Pharmacology,2001/06/07,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Center for Drug Evaluation and Research (CDER), Food and Drug Administration",United States,Maryland,Rockville,,FALSE,,Drug Bioavailability and Intestinal Drug Uptake Transporters
8662,"Kim, Richard",Medicine,Clinical Pharmacology,2001/06/11,Invited Lectures,Invited Lecturer,Scientific Presentation,International,33rd Central/Great Lakes Regional Meeting of the American Chemical Society,United States,Michigan,Grand Rapids,,FALSE,,P-glycoprotein In Drug Disposition and Interactions
8663,"Kim, Richard",Medicine,Clinical Pharmacology,2001/06/18,Invited Lectures,Invited Lecturer,Scientific Presentation,International,2001 Congress on In Vitro Biology,United States,Missouri,St. Louis,,FALSE,,Drug Uptake and Efflux Transporters: In Vitro to In Vivo Relevance
8664,"Kim, Richard",Medicine,Clinical Pharmacology,2001/07/10,Invited Lectures,Invited Lecturer,Scientific Presentation,National,9th International Congress of Toxicology,Australia,,Brisbane,,FALSE,,Transporters In Xenobiotic Disposition
8665,"Kim, Richard",Medicine,Clinical Pharmacology,2001/10/18,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Pharmacia Fall Symposium on Transporters in ADME and Toxicology, Pharmacia",United States,Michigan,Kalamazoo,,FALSE,,Transporters and Drug Disposition: Bench to Bedside
8666,"Kim, Richard",Medicine,Clinical Pharmacology,2001/11/21,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"Department of Medicine Grand Rounds, Royal University Hospital",Canada,Saskatchewan,Saskatoon,,FALSE,,What Went Wrong With Baycol?
8667,"Kim, Richard",Medicine,Clinical Pharmacology,2001/11/22,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"Department of Pharmacology, University of Saskatchewan",Canada,Saskatchewan,Saskatoon,,FALSE,,An Update On Drug Transporters
8668,"Kim, Richard",Medicine,Clinical Pharmacology,2001/11/23,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"College of Pharmacy, University of Saskatchewan",Canada,Saskatchewan,Saskatoon,,FALSE,,Pharmacogenomics and Individualized Drug Therapy
8669,"Kim, Richard",Medicine,Clinical Pharmacology,2002/01/16,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Purdue Pharma,United States,New York,Ardsley,,FALSE,,P-glycoprotein Transporter Function and Drug Responsiveness
8670,"Kim, Richard",Medicine,Clinical Pharmacology,2001/12/03,Invited Lectures,Invited Lecturer,Scientific Presentation,National,"CFN Meeting, Nobel Forum, Karolinska Institute",Sweden,,Stockholm,,FALSE,,Polymorphisms In Drug Transporters and Receptors
8671,"Kim, Richard",Medicine,Clinical Pharmacology,2002/04/13,Invited Lectures,Invited Lecturer,Scientific Presentation,National,European Society of Clinical Investigations,Belgium,,Brussels,,FALSE,,Drug Transporter Pharmacogenetics: An Overview
8672,"Kim, Richard",Medicine,Clinical Pharmacology,2002/06/22,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,Highlights in Medicine,Canada,Saskatchewan,Saskatoon,,FALSE,,Drug Interactions: What Every Physician Should Know
8673,"Kim, Richard",Medicine,Clinical Pharmacology,2002/07/08,Invited Lectures,Invited Lecturer,Scientific Presentation,National,XIVth World Congress of Pharmacology,United States,California,San Francisco,,FALSE,,Uptake Transporters and Drug Disposition
8674,"Kim, Richard",Medicine,Clinical Pharmacology,2002/07/16,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Gordon Research Conference on Drug Metabolism, Holderness School",United States,Connecticut,New Hampshire,,FALSE,,"Drug Disposition: A Coordinated Interaction Between Drug Transporters, CYPs and Nuclear Hormone Receptors"
8675,"Kim, Richard",Medicine,Clinical Pharmacology,2002/07/24,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Microsomes and Drug Oxidation,Japan,,Sapporo,,FALSE,,Genetic Regulation of Drug Transporters
8676,"Kim, Richard",Medicine,Clinical Pharmacology,2002/08/03,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Tennessee/Kentucky Allergy Association Annual Meeting,United States,Tennessee,Blackberry Farm,,FALSE,,Drug-Drug Interactions and Antihistamines
8677,"Kim, Richard",Medicine,Clinical Pharmacology,2002/09/27,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Department of Molecular Pharmacology and Experimental Therapeutics, Mayo Clinic",United States,Minnesota,Rochester,,FALSE,,Transporter Pharmacogenetics As a Determinant of Drug Disposition and Response
8678,"Kim, Richard",Medicine,Clinical Pharmacology,2002/10/03,Invited Lectures,Presenter,Continuing Medical Education,Local,"Departments of Physiology and Pharmacology, The University of Western Ontario",Canada,Ontario,London,,FALSE,,Clinical Relevance of Pharmacogenomics
8679,"Kim, Richard",Medicine,Clinical Pharmacology,2002/10/04,Invited Lectures,Presenter,Continuing Medical Education,Local,"Department of Medicine, the University of Western Ontario",Canada,Ontario,London,,FALSE,,What Went Wrong With Baycol?
8680,"Kim, Richard",Medicine,Clinical Pharmacology,2002/10/26,Invited Lectures,Invited Lecturer,Scientific Presentation,International,International Society for the Study of Xenobiotics (ISSX),Canada,Ontario,Orlando,,FALSE,,Polymorphisms in Drug Transporters Affecting Drug Disposition
8681,"Kim, Richard",Medicine,Clinical Pharmacology,2002/11/02,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"American College of Physicians, Saskatoon/Manitoba Regional Meeting",Canada,Saskatchewan,Saskatoon,,FALSE,,Drug Interaction and Their Prevention
8682,"Kim, Richard",Medicine,Clinical Pharmacology,2002/11/06,Invited Lectures,Invited Lecturer,Scientific Presentation,Regional,"Department of Medicine, Royal University Hospital",Canada,Saskatchewan,Saskatoon,,FALSE,,"Drugs, Herbals, and Hepatotoxicity: What’s Going On?"
8683,"Kim, Richard",Medicine,Clinical Pharmacology,2002/11/11,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American Association of Pharmaceutical Scientists (AAPS),Canada,Ontario,Toronto,,FALSE,,Role of Adopted Nuclear Receptors In Drug Transporter Induction
8684,"Kim, Richard",Medicine,Clinical Pharmacology,2002/11/13,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Annual Meeting of the American Association of Pharmaceutical Scientists (AAPS),Canada,Ontario,Toronto,,FALSE,,Polymorphisms In OATP-C
8685,"Kim, Richard",Medicine,Clinical Pharmacology,2003/01/28,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Division of Drug Delivery and Disposition, School of Pharmacy, University of North Carolina",United States,North Carolina,Chapel Hill,,FALSE,,"Drug Transporters, Nuclear Receptors, and Drug Disposition: More Complex Than You Think"
8686,"Kim, Richard",Medicine,Clinical Pharmacology,2003/02/05,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Purdue Pharma,United States,New York,Ardsley,,FALSE,,Clinical Relevance of Transporters and CNS Drug Penetration
8687,"Kim, Richard",Medicine,Clinical Pharmacology,2003/02/12,Invited Lectures,Invited Lecturer,Scientific Presentation,International,AAPS Workshop on Drug Transporters,United States,Georgia,Peachtree City,,FALSE,,OATP Polymorphisms
8688,"Kim, Richard",Medicine,Clinical Pharmacology,2003/03/20,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"The International AIDS Society, USA Meeting",United States,Georgia,Atlanta,,FALSE,,Importance of Drug Transporters In HIV Therapy
8689,"Kim, Richard",Medicine,Clinical Pharmacology,2003/03/28,Invited Lectures,Invited Lecturer,Scientific Presentation,National,4th International Workshop on the Clinical Pharmacology of HIV Therapy,France,,Cannes,,FALSE,,Genetics of Drug Transporters and Drug Metabolizing Enzymes and Potential Applications to HIV Treatment
8690,"Kim, Richard",Medicine,Clinical Pharmacology,2003/06/25,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Pfizer Global Research and Development,United States,Michigan,Ann Arbor,,FALSE,,Renal Drug Transporters and Drug Development
8691,"Kim, Richard",Medicine,Clinical Pharmacology,2003/06/30,Invited Lectures,Invited Lecturer,Scientific Presentation,International,North Jersey Drug Metabolism Discussion Group Symposium,United States,New Jersey,Somerset,,FALSE,,Application of In Vitro Drug Transporter Model Systems to Drug Development
8692,"Kim, Richard",Medicine,Clinical Pharmacology,2003/08/18,Invited Lectures,Invited Lecturer,Scientific Presentation,National,PharmaConference 2003,Switzerland,,Pontresina,,FALSE,,Role of P-gp and OATP Transporters In Drug Pharmacokinetics
8693,"Kim, Richard",Medicine,Clinical Pharmacology,2003/09/04,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,Abbott Laboratories,United States,Illinois,Abbott Park,,FALSE,,Induction of Drug Transporters and CYP Enzymes By Antiviral Compounds: More Complex Than You Think
8694,"Kim, Richard",Medicine,Clinical Pharmacology,2003/10/02,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Department of Pharmaceutical Sciences, University at Buffalo, the State University of New York",United States,New York,Buffalo,,FALSE,,"Transporters, Adopted Orphan Nuclear Receptors, and Drug Disposition"
8695,"Kim, Richard",Medicine,Clinical Pharmacology,2003/10/10,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,"Enz Lectureship, Pharmaceutical Chemistry, University of Kansas",United States,Kansas,Lawrence,,FALSE,,"Adopted Orphan Nuclear Receptors and Regulation of CYP Enzymes and Transporters,” “Pharmacogenomics and Individualized Drug Therapy,” and “Drug Transporters and Drug Disposition: Bench to Bedside”"
8696,"Kim, Richard",Medicine,Clinical Pharmacology,2003/10/13,Invited Lectures,Invited Lecturer,Scientific Presentation,International,International Study for the Study of Xenobiotics (ISSX),United States,Rhode Island,Providence,,FALSE,,Involvement of HNF4? In the PXR and CAR-mediated Transcriptional Activation of Efflux Transporters
8697,"Kim, Richard",Medicine,Clinical Pharmacology,2003/10/15,Invited Lectures,Invited Lecturer,Scientific Presentation,International,International Study for the Study of Xenobiotics (ISSX),United States,Rhode Island,Providence,,FALSE,,Role of Xenobiotic Enzymes and Transporters In Endogenous Processes
8698,"Kim, Richard",Medicine,Clinical Pharmacology,2003/10/22,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Boehringer Ingelheim,United States,Connecticut,Ridgefield,,FALSE,,Application of Model Drug Transporter Systems to Drug Discovery and Development
8699,"Kim, Richard",Medicine,Clinical Pharmacology,2003/11/19,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Gilead,United States,California,San Mateo,,FALSE,,Importance of Transporters to Antiviral Drug Disposition and Efficacy
8700,"Kim, Richard",Medicine,Clinical Pharmacology,2003/12/08,Invited Lectures,Invited Lecturer,Scientific Presentation,National,"National Institute on Drug Abuse (NIDA) Workshop on Drug Metabolism: Role of Pharmacogenomics, Transporters, and Drug-Drug Interactions",United States,Maryland,Rockville,,FALSE,,Transporter Pharmacogenetics and Drug Response
8701,"Kim, Richard",Medicine,Clinical Pharmacology,2004/03/04,Invited Lectures,Invited Lecturer,Scientific Presentation,National,"National Institute of Environmental Health Sciences, Research Triangle Park",New Caledonia,,NC,,FALSE,,Transporter Pharmacogenetics and Drug Disposition
8702,"Kim, Richard",Medicine,Clinical Pharmacology,2004/02/25,Invited Lectures,Invited Lecturer,Scientific Presentation,International,"Marion Bessin Liver Research Center, Albert Einstein School of Medicine",United States,New York,Bronx,,FALSE,,Transporter Pharmacogenetics and Drug Disposition
8703,"Kim, Richard",Medicine,Clinical Pharmacology,2004/03/15,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,University of Toronto,Canada,Ontario,Toronto,,FALSE,,Pharmacogenetics of Hepatic Transporters
8704,"Kim, Richard",Medicine,Clinical Pharmacology,2004/04/20,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Wyeth Pharmaceuticals,United States,Pennsylvania,Collegeville,,FALSE,,Transporters and Drug Disposition: Bench to Bedside
8705,"Kim, Richard",Medicine,Clinical Pharmacology,2004/04/27,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Bristol-Meyers-Squibb,United States,New Jersey,Hopewell,,FALSE,,Pharmacogenetics of Hepatic Transporters
8706,"Kim, Richard",Medicine,Clinical Pharmacology,2004/06/03,Invited Lectures,Invited Lecturer,Scientific Presentation,Local,University of Western Ontario Department of Medicine Research Day,Canada,Ontario,London,,FALSE,,Drug Transporters and Drug Responsiveness: What’s This All About?
8707,"Kim, Richard",Medicine,Clinical Pharmacology,2004/06/05,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Canadian Therapeutics Congress,Canada,Manitoba,Winnipeg,,FALSE,,Molecular Pharmacology and Pharmacogenetics of Drug Transporters
8708,"Kim, Richard",Medicine,Clinical Pharmacology,2004/06/08,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Delaware Valley DMDG 2004 Rozman Symposium,United States,New Jersey,Princeton,,FALSE,,Drug Uptake Transporters: Model Systems and Clinical Relevance
8709,"Kim, Richard",Medicine,Clinical Pharmacology,2004/07/07,Invited Lectures,Invited Lecturer,Scientific Presentation,National,Microsomes and Drug Oxidation,Germany,,Mainz,,FALSE,,Interplay Between OATP Drug Uptake Transporters and CYP Enzymes
8710,"Kim, Richard",Medicine,Clinical Pharmacology,2004/09/14,Invited Lectures,Invited Lecturer,Scientific Presentation,International,Land O’Lakes Meeting,United States,Wisconsin,Merrimac,,FALSE,,Role of Transporters In Drug Interactions
8711,"Kim, Richard",Medicine,Clinical Pharmacology,2004/09/22,Invited Lectures,Invited Lecturer,Scientific Presentation,International,AAPS Workshop on Lead Optimization,United States,New Jersey,Parsippany,,FALSE,,Relevance of Transporters In Determining Drug Disposition
